id,label
112527,CLEAR
315786,UNCLEAR
129584,UNCLEAR
8899,UNCLEAR
44587,UNCLEAR
26584,UNCLEAR
184463,UNCLEAR
210234,UNCLEAR
222461,UNCLEAR
56498,UNCLEAR
185108,UNCLEAR
264593,UNCLEAR
2169,UNCLEAR
19375,UNCLEAR
254999,UNCLEAR
259370,UNCLEAR
33208,CLEAR
95466,UNCLEAR
4480,CLEAR
189384,CLEAR
202461,CLEAR
15309,UNCLEAR
229928,UNCLEAR
233010,UNCLEAR
100935,UNCLEAR
273372,UNCLEAR
104060,UNCLEAR
298177,UNCLEAR
30317,CLEAR
292107,CLEAR
265026,UNCLEAR
18119,UNCLEAR
191207,CLEAR
156602,UNCLEAR
250409,UNCLEAR
50890,UNCLEAR
197335,CLEAR
310285,UNCLEAR
326438,UNCLEAR
147268,CLEAR
104810,UNCLEAR
87353,UNCLEAR
56167,UNCLEAR
167277,UNCLEAR
73855,UNCLEAR
198266,UNCLEAR
316341,UNCLEAR
272957,UNCLEAR
156156,UNCLEAR
257454,UNCLEAR
295441,UNCLEAR
250575,UNCLEAR
149849,UNCLEAR
47828,UNCLEAR
207946,UNCLEAR
267134,UNCLEAR
139492,UNCLEAR
240202,UNCLEAR
41888,UNCLEAR
60380,UNCLEAR
245039,UNCLEAR
190868,UNCLEAR
322995,UNCLEAR
299559,UNCLEAR
73387,UNCLEAR
85840,CLEAR
182521,UNCLEAR
94033,CLEAR
308521,UNCLEAR
45192,UNCLEAR
2828,UNCLEAR
223246,UNCLEAR
198413,UNCLEAR
67470,UNCLEAR
142586,UNCLEAR
116391,CLEAR
269534,CLEAR
118429,UNCLEAR
224808,CLEAR
101371,CLEAR
7286,UNCLEAR
315782,UNCLEAR
178580,UNCLEAR
339464,UNCLEAR
26684,UNCLEAR
229806,CLEAR
4816,UNCLEAR
110608,UNCLEAR
140564,UNCLEAR
11370,UNCLEAR
118684,UNCLEAR
343226,UNCLEAR
225514,UNCLEAR
105232,UNCLEAR
157474,UNCLEAR
231318,UNCLEAR
185450,UNCLEAR
300391,UNCLEAR
179717,CLEAR
163512,UNCLEAR
67311,UNCLEAR
287010,UNCLEAR
266440,UNCLEAR
99759,UNCLEAR
65578,UNCLEAR
310975,UNCLEAR
32770,UNCLEAR
178792,UNCLEAR
49887,CLEAR
262262,CLEAR
146221,UNCLEAR
80365,UNCLEAR
8462,UNCLEAR
163284,UNCLEAR
207612,UNCLEAR
161167,UNCLEAR
172589,UNCLEAR
263900,UNCLEAR
174256,CLEAR
145431,UNCLEAR
43236,UNCLEAR
6535,UNCLEAR
256906,CLEAR
297728,CLEAR
91960,UNCLEAR
210836,UNCLEAR
127049,UNCLEAR
182213,UNCLEAR
281553,UNCLEAR
41218,UNCLEAR
305918,UNCLEAR
78470,UNCLEAR
85498,UNCLEAR
200427,UNCLEAR
133838,UNCLEAR
129166,UNCLEAR
202564,UNCLEAR
140077,UNCLEAR
345036,UNCLEAR
335846,UNCLEAR
198007,UNCLEAR
152567,UNCLEAR
200684,UNCLEAR
205578,CLEAR
234324,UNCLEAR
277733,UNCLEAR
332433,UNCLEAR
90072,CLEAR
175933,UNCLEAR
287290,UNCLEAR
94867,UNCLEAR
125559,UNCLEAR
154981,UNCLEAR
173166,CLEAR
287821,CLEAR
64368,UNCLEAR
193067,CLEAR
250667,UNCLEAR
28115,UNCLEAR
313869,UNCLEAR
32319,UNCLEAR
57493,UNCLEAR
153567,UNCLEAR
55907,CLEAR
214720,UNCLEAR
141322,UNCLEAR
45188,UNCLEAR
21195,UNCLEAR
325912,UNCLEAR
313635,CLEAR
202007,UNCLEAR
218213,UNCLEAR
250181,UNCLEAR
142409,CLEAR
342318,CLEAR
57609,UNCLEAR
132759,UNCLEAR
120665,UNCLEAR
194457,UNCLEAR
148023,CLEAR
182701,CLEAR
97165,UNCLEAR
294171,CLEAR
307543,UNCLEAR
267065,CLEAR
204609,UNCLEAR
138095,UNCLEAR
301959,CLEAR
302283,CLEAR
252587,UNCLEAR
254958,UNCLEAR
236625,UNCLEAR
54893,UNCLEAR
260803,UNCLEAR
146913,CLEAR
56442,UNCLEAR
259849,UNCLEAR
272753,UNCLEAR
117605,UNCLEAR
138360,CLEAR
129806,UNCLEAR
213938,UNCLEAR
76672,UNCLEAR
77670,UNCLEAR
347430,UNCLEAR
339278,UNCLEAR
191471,UNCLEAR
66579,UNCLEAR
91796,UNCLEAR
10065,UNCLEAR
17249,UNCLEAR
73286,UNCLEAR
300306,UNCLEAR
296359,CLEAR
226359,UNCLEAR
215102,UNCLEAR
32699,CLEAR
115873,CLEAR
66613,UNCLEAR
220216,UNCLEAR
96450,UNCLEAR
327220,UNCLEAR
120085,UNCLEAR
314673,UNCLEAR
217471,UNCLEAR
160326,UNCLEAR
59881,UNCLEAR
259398,UNCLEAR
106064,UNCLEAR
309143,UNCLEAR
184878,UNCLEAR
51804,UNCLEAR
102696,UNCLEAR
75045,UNCLEAR
91171,UNCLEAR
222184,UNCLEAR
77131,UNCLEAR
123137,UNCLEAR
239724,UNCLEAR
104248,UNCLEAR
164239,UNCLEAR
332653,UNCLEAR
4019,UNCLEAR
269611,UNCLEAR
191290,UNCLEAR
183366,UNCLEAR
24781,UNCLEAR
316593,CLEAR
24263,UNCLEAR
148973,CLEAR
273161,UNCLEAR
132925,UNCLEAR
35424,UNCLEAR
339926,UNCLEAR
289017,UNCLEAR
328814,CLEAR
216307,UNCLEAR
295325,CLEAR
169679,UNCLEAR
211398,CLEAR
316077,UNCLEAR
130592,UNCLEAR
10369,UNCLEAR
104208,UNCLEAR
279780,CLEAR
243399,CLEAR
256308,UNCLEAR
71236,UNCLEAR
103521,UNCLEAR
153075,UNCLEAR
321630,UNCLEAR
206251,UNCLEAR
121945,CLEAR
299207,UNCLEAR
147869,UNCLEAR
146164,UNCLEAR
220315,UNCLEAR
271875,UNCLEAR
122421,UNCLEAR
173733,UNCLEAR
67349,UNCLEAR
70900,UNCLEAR
78025,UNCLEAR
118567,UNCLEAR
304768,UNCLEAR
5171,UNCLEAR
62748,UNCLEAR
33236,UNCLEAR
209266,UNCLEAR
4084,CLEAR
219786,UNCLEAR
284541,UNCLEAR
338992,UNCLEAR
134669,UNCLEAR
96539,UNCLEAR
128872,CLEAR
105602,UNCLEAR
133705,CLEAR
318174,UNCLEAR
64437,UNCLEAR
266675,UNCLEAR
4972,UNCLEAR
57730,UNCLEAR
173929,UNCLEAR
151409,UNCLEAR
217637,UNCLEAR
308305,CLEAR
303778,UNCLEAR
92391,UNCLEAR
186603,UNCLEAR
257977,UNCLEAR
134350,UNCLEAR
268584,UNCLEAR
1709,UNCLEAR
100954,UNCLEAR
295381,UNCLEAR
253067,UNCLEAR
97908,UNCLEAR
263604,UNCLEAR
335411,UNCLEAR
164903,UNCLEAR
55684,UNCLEAR
49374,UNCLEAR
65280,UNCLEAR
301862,UNCLEAR
201605,UNCLEAR
284585,UNCLEAR
65252,UNCLEAR
29785,UNCLEAR
209646,CLEAR
174906,UNCLEAR
29500,CLEAR
174331,UNCLEAR
101510,UNCLEAR
194529,UNCLEAR
20525,UNCLEAR
156771,CLEAR
73297,UNCLEAR
253351,UNCLEAR
214274,CLEAR
207821,UNCLEAR
198267,UNCLEAR
203065,UNCLEAR
199129,UNCLEAR
292583,UNCLEAR
43571,UNCLEAR
329200,CLEAR
345903,UNCLEAR
13643,CLEAR
23615,CLEAR
264734,UNCLEAR
51915,UNCLEAR
230716,UNCLEAR
294632,UNCLEAR
194639,UNCLEAR
193489,CLEAR
242722,UNCLEAR
315893,UNCLEAR
284911,CLEAR
5690,UNCLEAR
297660,UNCLEAR
146226,UNCLEAR
79630,UNCLEAR
57710,CLEAR
277350,UNCLEAR
123895,UNCLEAR
210515,CLEAR
108092,UNCLEAR
184656,UNCLEAR
29415,UNCLEAR
129797,UNCLEAR
102871,UNCLEAR
74885,UNCLEAR
22916,UNCLEAR
125587,UNCLEAR
287848,UNCLEAR
323759,UNCLEAR
314600,CLEAR
163802,UNCLEAR
155781,UNCLEAR
302980,UNCLEAR
271841,UNCLEAR
47739,UNCLEAR
77721,CLEAR
276623,UNCLEAR
157308,UNCLEAR
163758,UNCLEAR
244118,CLEAR
226056,UNCLEAR
92239,UNCLEAR
166469,UNCLEAR
231082,UNCLEAR
269426,UNCLEAR
179346,UNCLEAR
69425,UNCLEAR
306581,UNCLEAR
26505,UNCLEAR
161271,UNCLEAR
248903,UNCLEAR
196937,UNCLEAR
29264,UNCLEAR
127094,UNCLEAR
198909,UNCLEAR
205603,UNCLEAR
172948,CLEAR
271631,UNCLEAR
4898,CLEAR
167628,UNCLEAR
141874,UNCLEAR
176551,UNCLEAR
140623,UNCLEAR
304452,UNCLEAR
121771,UNCLEAR
186426,UNCLEAR
230867,UNCLEAR
228818,UNCLEAR
291460,UNCLEAR
158119,UNCLEAR
146444,UNCLEAR
205334,UNCLEAR
122960,CLEAR
167158,CLEAR
111309,CLEAR
26434,UNCLEAR
111842,UNCLEAR
259159,UNCLEAR
328109,UNCLEAR
109798,UNCLEAR
324145,UNCLEAR
320575,UNCLEAR
26137,UNCLEAR
202445,UNCLEAR
90494,UNCLEAR
111611,UNCLEAR
138148,UNCLEAR
176559,CLEAR
280430,UNCLEAR
91715,UNCLEAR
226172,CLEAR
29009,UNCLEAR
111776,UNCLEAR
193205,UNCLEAR
78717,UNCLEAR
249672,CLEAR
46824,UNCLEAR
263795,UNCLEAR
182209,UNCLEAR
307353,UNCLEAR
105727,UNCLEAR
31755,UNCLEAR
183468,UNCLEAR
98955,CLEAR
85402,UNCLEAR
278021,UNCLEAR
209369,CLEAR
123214,CLEAR
199017,UNCLEAR
211942,CLEAR
234524,UNCLEAR
190981,UNCLEAR
61480,UNCLEAR
230167,UNCLEAR
126176,UNCLEAR
325157,UNCLEAR
138791,UNCLEAR
220385,UNCLEAR
90242,UNCLEAR
325764,CLEAR
282009,CLEAR
331408,UNCLEAR
127235,UNCLEAR
82216,UNCLEAR
128783,CLEAR
22473,UNCLEAR
144269,UNCLEAR
7891,UNCLEAR
86530,UNCLEAR
137067,UNCLEAR
28426,UNCLEAR
265045,UNCLEAR
148343,CLEAR
252763,UNCLEAR
188342,UNCLEAR
226778,UNCLEAR
163242,UNCLEAR
80172,UNCLEAR
321711,CLEAR
129211,UNCLEAR
285949,CLEAR
332384,UNCLEAR
242274,UNCLEAR
149531,UNCLEAR
305273,UNCLEAR
164805,UNCLEAR
286219,UNCLEAR
218389,UNCLEAR
297444,UNCLEAR
314558,UNCLEAR
246644,UNCLEAR
284578,CLEAR
86640,UNCLEAR
184486,UNCLEAR
78149,UNCLEAR
66963,UNCLEAR
92851,UNCLEAR
122347,UNCLEAR
164186,UNCLEAR
13090,UNCLEAR
279359,UNCLEAR
280946,UNCLEAR
274655,UNCLEAR
262326,UNCLEAR
84207,UNCLEAR
134377,UNCLEAR
240594,UNCLEAR
290823,UNCLEAR
57025,UNCLEAR
20542,CLEAR
303004,UNCLEAR
199338,UNCLEAR
242034,UNCLEAR
310750,UNCLEAR
82059,UNCLEAR
53195,UNCLEAR
339720,CLEAR
152740,UNCLEAR
247129,UNCLEAR
301397,UNCLEAR
197250,CLEAR
262899,UNCLEAR
232128,CLEAR
99652,UNCLEAR
146843,UNCLEAR
64112,UNCLEAR
199443,UNCLEAR
67208,CLEAR
260419,UNCLEAR
272843,UNCLEAR
176671,UNCLEAR
282108,UNCLEAR
337615,UNCLEAR
324326,UNCLEAR
193590,UNCLEAR
343108,UNCLEAR
226366,CLEAR
214700,UNCLEAR
160816,CLEAR
174117,UNCLEAR
162575,UNCLEAR
186495,UNCLEAR
270196,CLEAR
308030,UNCLEAR
77154,UNCLEAR
326615,UNCLEAR
59845,UNCLEAR
260232,UNCLEAR
14146,UNCLEAR
280303,UNCLEAR
291279,UNCLEAR
72354,UNCLEAR
104609,UNCLEAR
123356,UNCLEAR
57427,UNCLEAR
256505,UNCLEAR
309362,UNCLEAR
25377,UNCLEAR
245548,UNCLEAR
87086,CLEAR
347240,UNCLEAR
284097,CLEAR
291096,CLEAR
7523,UNCLEAR
292499,CLEAR
215118,UNCLEAR
330270,UNCLEAR
261181,UNCLEAR
151216,UNCLEAR
125660,UNCLEAR
337002,UNCLEAR
132680,UNCLEAR
110617,UNCLEAR
226707,UNCLEAR
185634,UNCLEAR
168766,UNCLEAR
213574,CLEAR
103671,UNCLEAR
181402,UNCLEAR
162871,UNCLEAR
264066,UNCLEAR
271086,UNCLEAR
24067,UNCLEAR
49037,UNCLEAR
212679,UNCLEAR
52004,UNCLEAR
91393,UNCLEAR
10953,UNCLEAR
173302,UNCLEAR
244449,UNCLEAR
97308,UNCLEAR
33002,UNCLEAR
182662,UNCLEAR
275605,UNCLEAR
15802,UNCLEAR
324117,UNCLEAR
309467,UNCLEAR
177811,UNCLEAR
85723,UNCLEAR
236023,UNCLEAR
302640,UNCLEAR
47730,CLEAR
139388,UNCLEAR
340435,CLEAR
139666,UNCLEAR
149089,UNCLEAR
124822,UNCLEAR
90499,UNCLEAR
108735,UNCLEAR
279498,UNCLEAR
206726,UNCLEAR
347629,UNCLEAR
247413,UNCLEAR
226883,UNCLEAR
309077,UNCLEAR
230658,UNCLEAR
263763,CLEAR
120822,UNCLEAR
105728,UNCLEAR
161569,UNCLEAR
36266,UNCLEAR
296650,UNCLEAR
89762,UNCLEAR
180382,UNCLEAR
332685,UNCLEAR
19139,CLEAR
149700,UNCLEAR
55769,UNCLEAR
37511,UNCLEAR
78109,CLEAR
248801,UNCLEAR
16719,CLEAR
326643,UNCLEAR
95356,UNCLEAR
204242,CLEAR
51189,UNCLEAR
71475,UNCLEAR
57162,UNCLEAR
157569,UNCLEAR
270818,UNCLEAR
332988,UNCLEAR
207779,UNCLEAR
109736,UNCLEAR
317774,UNCLEAR
117723,UNCLEAR
130993,CLEAR
172273,CLEAR
71994,UNCLEAR
269800,UNCLEAR
24853,UNCLEAR
333676,CLEAR
187503,UNCLEAR
83805,UNCLEAR
318903,UNCLEAR
258773,UNCLEAR
245393,UNCLEAR
297575,UNCLEAR
190874,UNCLEAR
213075,UNCLEAR
125036,UNCLEAR
241939,UNCLEAR
331092,UNCLEAR
51070,UNCLEAR
273788,UNCLEAR
85585,UNCLEAR
345687,UNCLEAR
344315,UNCLEAR
164541,UNCLEAR
92063,UNCLEAR
205524,UNCLEAR
175344,UNCLEAR
29020,UNCLEAR
146860,UNCLEAR
203868,UNCLEAR
312619,CLEAR
32659,UNCLEAR
190121,UNCLEAR
48123,UNCLEAR
216167,CLEAR
272404,UNCLEAR
337685,UNCLEAR
145192,UNCLEAR
26344,UNCLEAR
2613,UNCLEAR
162011,CLEAR
39266,UNCLEAR
38133,UNCLEAR
144088,UNCLEAR
317419,UNCLEAR
258474,UNCLEAR
301622,UNCLEAR
63696,UNCLEAR
218651,CLEAR
62726,UNCLEAR
265392,UNCLEAR
21086,CLEAR
92982,UNCLEAR
202606,UNCLEAR
56869,UNCLEAR
105034,UNCLEAR
153400,UNCLEAR
71439,UNCLEAR
43400,CLEAR
105133,UNCLEAR
136354,CLEAR
68859,UNCLEAR
143919,CLEAR
299331,UNCLEAR
145959,UNCLEAR
40356,CLEAR
332897,UNCLEAR
275117,CLEAR
257786,UNCLEAR
308760,UNCLEAR
318989,UNCLEAR
232639,UNCLEAR
194532,CLEAR
323031,CLEAR
301136,CLEAR
311415,UNCLEAR
314893,UNCLEAR
47885,UNCLEAR
78068,UNCLEAR
117601,UNCLEAR
264769,UNCLEAR
151488,UNCLEAR
338679,UNCLEAR
30930,UNCLEAR
310268,CLEAR
4918,UNCLEAR
138325,UNCLEAR
35231,UNCLEAR
68413,CLEAR
283970,CLEAR
161109,CLEAR
44028,UNCLEAR
11113,UNCLEAR
99946,UNCLEAR
152714,UNCLEAR
35778,UNCLEAR
284522,UNCLEAR
110925,UNCLEAR
242515,UNCLEAR
339009,UNCLEAR
61569,UNCLEAR
117301,CLEAR
70100,UNCLEAR
325109,UNCLEAR
318837,UNCLEAR
1093,UNCLEAR
332171,UNCLEAR
277835,UNCLEAR
2423,UNCLEAR
24318,UNCLEAR
332847,CLEAR
8225,UNCLEAR
273773,UNCLEAR
84319,UNCLEAR
6492,UNCLEAR
252968,UNCLEAR
100559,CLEAR
263703,UNCLEAR
16018,CLEAR
328358,CLEAR
234230,UNCLEAR
86664,UNCLEAR
301349,UNCLEAR
277135,UNCLEAR
238200,UNCLEAR
336101,UNCLEAR
131007,UNCLEAR
305134,UNCLEAR
233630,UNCLEAR
72525,UNCLEAR
338766,UNCLEAR
168201,CLEAR
219195,UNCLEAR
156182,UNCLEAR
348034,UNCLEAR
317626,UNCLEAR
125274,UNCLEAR
34238,UNCLEAR
72759,UNCLEAR
39174,UNCLEAR
333747,CLEAR
250601,CLEAR
336145,UNCLEAR
168186,UNCLEAR
3086,UNCLEAR
66857,UNCLEAR
115671,UNCLEAR
336488,UNCLEAR
231165,UNCLEAR
123851,CLEAR
49284,UNCLEAR
286737,UNCLEAR
9218,CLEAR
177569,UNCLEAR
55715,UNCLEAR
18835,UNCLEAR
24992,UNCLEAR
188988,UNCLEAR
234246,UNCLEAR
50816,UNCLEAR
332180,CLEAR
210914,UNCLEAR
225340,UNCLEAR
203323,UNCLEAR
204625,UNCLEAR
167640,UNCLEAR
134251,UNCLEAR
345656,UNCLEAR
341929,UNCLEAR
64787,CLEAR
88158,UNCLEAR
45066,CLEAR
317314,UNCLEAR
290567,UNCLEAR
131466,UNCLEAR
172178,UNCLEAR
235065,UNCLEAR
270235,CLEAR
83712,UNCLEAR
34073,UNCLEAR
338335,UNCLEAR
230070,UNCLEAR
252548,UNCLEAR
337030,CLEAR
271667,UNCLEAR
278082,UNCLEAR
43159,UNCLEAR
236021,UNCLEAR
342477,UNCLEAR
10700,UNCLEAR
320995,CLEAR
287488,UNCLEAR
9699,UNCLEAR
254101,UNCLEAR
596,UNCLEAR
343234,CLEAR
301625,UNCLEAR
67999,UNCLEAR
70956,UNCLEAR
237036,UNCLEAR
74510,UNCLEAR
270167,UNCLEAR
110357,UNCLEAR
52722,UNCLEAR
135209,UNCLEAR
184590,UNCLEAR
172857,UNCLEAR
21818,UNCLEAR
4131,UNCLEAR
19911,UNCLEAR
332905,UNCLEAR
58121,UNCLEAR
279087,UNCLEAR
322437,UNCLEAR
17050,UNCLEAR
272043,CLEAR
158185,UNCLEAR
22200,UNCLEAR
34410,UNCLEAR
264002,UNCLEAR
1912,UNCLEAR
114241,CLEAR
258989,CLEAR
233692,UNCLEAR
71585,UNCLEAR
49672,UNCLEAR
253467,UNCLEAR
133752,UNCLEAR
316533,UNCLEAR
245435,UNCLEAR
277075,UNCLEAR
333412,UNCLEAR
2483,UNCLEAR
326503,UNCLEAR
163381,UNCLEAR
248658,CLEAR
179180,CLEAR
56774,UNCLEAR
59190,UNCLEAR
160741,CLEAR
123174,CLEAR
229729,UNCLEAR
118653,UNCLEAR
212547,CLEAR
56466,UNCLEAR
344761,UNCLEAR
161006,UNCLEAR
294532,UNCLEAR
4471,UNCLEAR
90984,UNCLEAR
250176,UNCLEAR
49867,UNCLEAR
134999,UNCLEAR
167865,CLEAR
151864,CLEAR
10986,UNCLEAR
164304,UNCLEAR
116580,UNCLEAR
91334,UNCLEAR
130415,UNCLEAR
10450,UNCLEAR
167781,CLEAR
285016,CLEAR
338092,UNCLEAR
296489,CLEAR
99796,UNCLEAR
201146,UNCLEAR
182535,CLEAR
329217,UNCLEAR
265760,UNCLEAR
138430,UNCLEAR
51244,CLEAR
131490,UNCLEAR
31141,UNCLEAR
307537,CLEAR
348162,CLEAR
260366,UNCLEAR
279943,UNCLEAR
347266,UNCLEAR
136658,UNCLEAR
65880,CLEAR
309754,CLEAR
320501,CLEAR
214202,UNCLEAR
39268,UNCLEAR
261076,UNCLEAR
218358,UNCLEAR
309917,UNCLEAR
129878,UNCLEAR
315646,UNCLEAR
230242,UNCLEAR
235730,UNCLEAR
26720,UNCLEAR
32099,UNCLEAR
197326,UNCLEAR
246065,UNCLEAR
322514,UNCLEAR
143389,UNCLEAR
38894,UNCLEAR
80532,UNCLEAR
215945,UNCLEAR
194387,UNCLEAR
126829,UNCLEAR
87416,UNCLEAR
201971,UNCLEAR
87028,UNCLEAR
77876,UNCLEAR
27773,UNCLEAR
184001,UNCLEAR
165062,UNCLEAR
142229,UNCLEAR
203755,UNCLEAR
116607,UNCLEAR
283381,UNCLEAR
77934,UNCLEAR
274859,UNCLEAR
33468,CLEAR
344996,UNCLEAR
308481,UNCLEAR
305183,UNCLEAR
95383,UNCLEAR
233271,UNCLEAR
172920,UNCLEAR
135761,UNCLEAR
66749,UNCLEAR
35976,UNCLEAR
38258,UNCLEAR
325116,UNCLEAR
286225,UNCLEAR
47516,CLEAR
237908,UNCLEAR
250797,UNCLEAR
17349,UNCLEAR
137683,UNCLEAR
231068,UNCLEAR
283115,UNCLEAR
8771,UNCLEAR
213342,UNCLEAR
337995,UNCLEAR
144922,UNCLEAR
63993,CLEAR
77819,CLEAR
313771,UNCLEAR
338033,UNCLEAR
13974,UNCLEAR
341720,UNCLEAR
33747,CLEAR
15904,UNCLEAR
214513,UNCLEAR
145441,UNCLEAR
130367,UNCLEAR
268894,UNCLEAR
283694,UNCLEAR
232864,UNCLEAR
199929,CLEAR
287635,UNCLEAR
25132,CLEAR
16432,UNCLEAR
151645,UNCLEAR
253916,UNCLEAR
241860,UNCLEAR
81657,UNCLEAR
233068,CLEAR
45234,UNCLEAR
157771,UNCLEAR
317299,CLEAR
187391,UNCLEAR
255644,UNCLEAR
124314,UNCLEAR
143316,UNCLEAR
113670,UNCLEAR
229165,UNCLEAR
268877,CLEAR
221653,UNCLEAR
212007,UNCLEAR
11515,UNCLEAR
304727,CLEAR
244069,UNCLEAR
155586,CLEAR
6798,CLEAR
279361,UNCLEAR
249586,UNCLEAR
97061,UNCLEAR
274003,UNCLEAR
121708,UNCLEAR
264539,UNCLEAR
283875,UNCLEAR
79277,UNCLEAR
180992,UNCLEAR
36351,UNCLEAR
65738,UNCLEAR
138949,UNCLEAR
89089,UNCLEAR
127180,UNCLEAR
70017,UNCLEAR
87832,UNCLEAR
58666,UNCLEAR
20235,UNCLEAR
114039,CLEAR
25037,UNCLEAR
158646,UNCLEAR
332736,UNCLEAR
233066,UNCLEAR
244309,UNCLEAR
65017,UNCLEAR
25811,UNCLEAR
346416,UNCLEAR
255223,UNCLEAR
214440,UNCLEAR
263721,UNCLEAR
306426,UNCLEAR
259308,UNCLEAR
68680,UNCLEAR
130256,UNCLEAR
252234,UNCLEAR
122765,CLEAR
14161,UNCLEAR
199537,CLEAR
112751,UNCLEAR
60888,UNCLEAR
332713,UNCLEAR
177426,UNCLEAR
4501,UNCLEAR
302166,UNCLEAR
148503,UNCLEAR
19127,UNCLEAR
56858,CLEAR
76093,UNCLEAR
106131,UNCLEAR
1646,UNCLEAR
6601,UNCLEAR
220672,UNCLEAR
81019,UNCLEAR
92241,UNCLEAR
238138,UNCLEAR
110666,UNCLEAR
28363,UNCLEAR
129769,UNCLEAR
31391,UNCLEAR
257346,UNCLEAR
202508,UNCLEAR
231763,UNCLEAR
204232,UNCLEAR
99782,UNCLEAR
152603,UNCLEAR
180904,UNCLEAR
320674,CLEAR
272028,UNCLEAR
232848,UNCLEAR
138550,UNCLEAR
3814,UNCLEAR
225273,UNCLEAR
126214,CLEAR
78431,UNCLEAR
210872,UNCLEAR
38104,UNCLEAR
256050,UNCLEAR
201636,UNCLEAR
337235,UNCLEAR
275840,UNCLEAR
203111,UNCLEAR
93539,UNCLEAR
90171,CLEAR
44898,UNCLEAR
9475,UNCLEAR
264063,UNCLEAR
252781,UNCLEAR
230784,UNCLEAR
281563,UNCLEAR
179863,UNCLEAR
64164,UNCLEAR
269035,UNCLEAR
117709,UNCLEAR
208642,UNCLEAR
28813,CLEAR
239626,UNCLEAR
267258,CLEAR
245442,UNCLEAR
87061,UNCLEAR
184650,UNCLEAR
192567,UNCLEAR
343926,CLEAR
177221,UNCLEAR
238905,UNCLEAR
349172,CLEAR
198367,CLEAR
131182,UNCLEAR
61086,UNCLEAR
335417,UNCLEAR
234479,UNCLEAR
163606,UNCLEAR
213202,UNCLEAR
5016,UNCLEAR
235410,UNCLEAR
122284,UNCLEAR
341019,UNCLEAR
252904,UNCLEAR
76104,UNCLEAR
131396,UNCLEAR
229888,UNCLEAR
173363,UNCLEAR
252740,UNCLEAR
298507,UNCLEAR
203383,UNCLEAR
340089,UNCLEAR
146335,UNCLEAR
254604,UNCLEAR
261839,UNCLEAR
54849,UNCLEAR
243085,UNCLEAR
326777,CLEAR
183131,CLEAR
237577,UNCLEAR
249134,UNCLEAR
21137,UNCLEAR
145672,UNCLEAR
262798,UNCLEAR
109824,UNCLEAR
36116,UNCLEAR
32247,UNCLEAR
142406,CLEAR
30989,UNCLEAR
337613,UNCLEAR
215996,UNCLEAR
304215,CLEAR
50343,UNCLEAR
153415,UNCLEAR
155878,UNCLEAR
258485,UNCLEAR
187644,UNCLEAR
61130,UNCLEAR
285188,UNCLEAR
300778,UNCLEAR
306582,UNCLEAR
336842,UNCLEAR
144064,CLEAR
134517,UNCLEAR
25952,UNCLEAR
67054,UNCLEAR
151387,UNCLEAR
347939,UNCLEAR
265740,UNCLEAR
205173,UNCLEAR
84277,UNCLEAR
250807,UNCLEAR
43566,UNCLEAR
42948,UNCLEAR
144096,UNCLEAR
186506,CLEAR
244354,UNCLEAR
158987,UNCLEAR
71802,UNCLEAR
204634,UNCLEAR
267325,CLEAR
294957,UNCLEAR
70095,UNCLEAR
